id	item	answer
43eff86e-fa65-42c6-8ed3-c6b4f2742660	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	2
43eff86e-fa65-42c6-8ed3-c6b4f2742660	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
43eff86e-fa65-42c6-8ed3-c6b4f2742660	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	3
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Sdílím své vìci se svými pøáteli.	3
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Snažím se pomáhat ostatním.	4
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Soucítím s lidmi v nouzi.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Když je nìkdo v nouzi, okamžitì mu pomohu.	1
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Intenzivnì prožívám, co cítí druzí.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Ochotnì nabízím své znalosti a dovednosti druhým.	5
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Snažím se utìšit ty, kteøí jsou smutní.	3
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Ochotnì pùjèuji peníze nebo jiné vìci.	1
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
8aec5a71-7c50-44f5-bb32-b552f4cbd360	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	1
a3696634-914d-4f3f-adf5-cf57ead43262	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
a3696634-914d-4f3f-adf5-cf57ead43262	Sdílím své vìci se svými pøáteli.	3
a3696634-914d-4f3f-adf5-cf57ead43262	Snažím se pomáhat ostatním.	4
a3696634-914d-4f3f-adf5-cf57ead43262	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
a3696634-914d-4f3f-adf5-cf57ead43262	Soucítím s lidmi v nouzi.	3
a3696634-914d-4f3f-adf5-cf57ead43262	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
a3696634-914d-4f3f-adf5-cf57ead43262	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
a3696634-914d-4f3f-adf5-cf57ead43262	Intenzivnì prožívám, co cítí druzí.	2
a3696634-914d-4f3f-adf5-cf57ead43262	Ochotnì nabízím své znalosti a dovednosti druhým.	4
a3696634-914d-4f3f-adf5-cf57ead43262	Snažím se utìšit ty, kteøí jsou smutní.	4
a3696634-914d-4f3f-adf5-cf57ead43262	Ochotnì pùjèuji peníze nebo jiné vìci.	2
a3696634-914d-4f3f-adf5-cf57ead43262	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
a3696634-914d-4f3f-adf5-cf57ead43262	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	1
a3696634-914d-4f3f-adf5-cf57ead43262	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
a3696634-914d-4f3f-adf5-cf57ead43262	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
a3696634-914d-4f3f-adf5-cf57ead43262	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
3ffd55e3-5221-4073-b107-93d5e432eba1	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
3ffd55e3-5221-4073-b107-93d5e432eba1	Sdílím své vìci se svými pøáteli.	3
3ffd55e3-5221-4073-b107-93d5e432eba1	Snažím se pomáhat ostatním.	1
3ffd55e3-5221-4073-b107-93d5e432eba1	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
3ffd55e3-5221-4073-b107-93d5e432eba1	Soucítím s lidmi v nouzi.	2
3ffd55e3-5221-4073-b107-93d5e432eba1	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
3ffd55e3-5221-4073-b107-93d5e432eba1	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
3ffd55e3-5221-4073-b107-93d5e432eba1	Intenzivnì prožívám, co cítí druzí.	1
3ffd55e3-5221-4073-b107-93d5e432eba1	Ochotnì nabízím své znalosti a dovednosti druhým.	4
3ffd55e3-5221-4073-b107-93d5e432eba1	Snažím se utìšit ty, kteøí jsou smutní.	3
3ffd55e3-5221-4073-b107-93d5e432eba1	Ochotnì pùjèuji peníze nebo jiné vìci.	1
3ffd55e3-5221-4073-b107-93d5e432eba1	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
3ffd55e3-5221-4073-b107-93d5e432eba1	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
3ffd55e3-5221-4073-b107-93d5e432eba1	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
3ffd55e3-5221-4073-b107-93d5e432eba1	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
3ffd55e3-5221-4073-b107-93d5e432eba1	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Sdílím své vìci se svými pøáteli.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Snažím se pomáhat ostatním.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Soucítím s lidmi v nouzi.	3
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Intenzivnì prožívám, co cítí druzí.	2
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Ochotnì nabízím své znalosti a dovednosti druhým.	5
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Snažím se utìšit ty, kteøí jsou smutní.	5
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Ochotnì pùjèuji peníze nebo jiné vìci.	2
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	3
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	2
0f97171f-ca05-4b74-acf0-54b858f5c453	Sdílím své vìci se svými pøáteli.	2
0f97171f-ca05-4b74-acf0-54b858f5c453	Snažím se pomáhat ostatním.	2
0f97171f-ca05-4b74-acf0-54b858f5c453	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
0f97171f-ca05-4b74-acf0-54b858f5c453	Soucítím s lidmi v nouzi.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
0f97171f-ca05-4b74-acf0-54b858f5c453	Intenzivnì prožívám, co cítí druzí.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Ochotnì nabízím své znalosti a dovednosti druhým.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Snažím se utìšit ty, kteøí jsou smutní.	4
0f97171f-ca05-4b74-acf0-54b858f5c453	Ochotnì pùjèuji peníze nebo jiné vìci.	2
0f97171f-ca05-4b74-acf0-54b858f5c453	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
0f97171f-ca05-4b74-acf0-54b858f5c453	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
0f97171f-ca05-4b74-acf0-54b858f5c453	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
0f97171f-ca05-4b74-acf0-54b858f5c453	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
575248a7-fa00-4069-9b46-c4f99b56550a	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Sdílím své vìci se svými pøáteli.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Snažím se pomáhat ostatním.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	4
575248a7-fa00-4069-9b46-c4f99b56550a	Soucítím s lidmi v nouzi.	4
575248a7-fa00-4069-9b46-c4f99b56550a	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	5
575248a7-fa00-4069-9b46-c4f99b56550a	Intenzivnì prožívám, co cítí druzí.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Ochotnì nabízím své znalosti a dovednosti druhým.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Snažím se utìšit ty, kteøí jsou smutní.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Ochotnì pùjèuji peníze nebo jiné vìci.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	2
575248a7-fa00-4069-9b46-c4f99b56550a	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
575248a7-fa00-4069-9b46-c4f99b56550a	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	3
2906cf5c-06d7-48d4-bed9-c695f9109b59	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Sdílím své vìci se svými pøáteli.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Snažím se pomáhat ostatním.	4
2906cf5c-06d7-48d4-bed9-c695f9109b59	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
2906cf5c-06d7-48d4-bed9-c695f9109b59	Soucítím s lidmi v nouzi.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
2906cf5c-06d7-48d4-bed9-c695f9109b59	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
2906cf5c-06d7-48d4-bed9-c695f9109b59	Intenzivnì prožívám, co cítí druzí.	4
2906cf5c-06d7-48d4-bed9-c695f9109b59	Ochotnì nabízím své znalosti a dovednosti druhým.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Snažím se utìšit ty, kteøí jsou smutní.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Ochotnì pùjèuji peníze nebo jiné vìci.	2
2906cf5c-06d7-48d4-bed9-c695f9109b59	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	3
2906cf5c-06d7-48d4-bed9-c695f9109b59	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
2906cf5c-06d7-48d4-bed9-c695f9109b59	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
2906cf5c-06d7-48d4-bed9-c695f9109b59	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Sdílím své vìci se svými pøáteli.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Snažím se pomáhat ostatním.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Soucítím s lidmi v nouzi.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Intenzivnì prožívám, co cítí druzí.	3
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Ochotnì nabízím své znalosti a dovednosti druhým.	5
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Snažím se utìšit ty, kteøí jsou smutní.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Ochotnì pùjèuji peníze nebo jiné vìci.	2
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
45f7f7cd-4539-42b1-b998-16367ea77caf	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Sdílím své vìci se svými pøáteli.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Snažím se pomáhat ostatním.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
45f7f7cd-4539-42b1-b998-16367ea77caf	Soucítím s lidmi v nouzi.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
45f7f7cd-4539-42b1-b998-16367ea77caf	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Intenzivnì prožívám, co cítí druzí.	4
45f7f7cd-4539-42b1-b998-16367ea77caf	Ochotnì nabízím své znalosti a dovednosti druhým.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Snažím se utìšit ty, kteøí jsou smutní.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Ochotnì pùjèuji peníze nebo jiné vìci.	4
45f7f7cd-4539-42b1-b998-16367ea77caf	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
45f7f7cd-4539-42b1-b998-16367ea77caf	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
45f7f7cd-4539-42b1-b998-16367ea77caf	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
45f7f7cd-4539-42b1-b998-16367ea77caf	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Sdílím své vìci se svými pøáteli.	2
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Snažím se pomáhat ostatním.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Soucítím s lidmi v nouzi.	4
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Intenzivnì prožívám, co cítí druzí.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Ochotnì nabízím své znalosti a dovednosti druhým.	2
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Snažím se utìšit ty, kteøí jsou smutní.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Ochotnì pùjèuji peníze nebo jiné vìci.	5
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
5f018254-7cb9-4af9-ba33-d21b8960ed4c	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	3
12d220e8-218b-4839-ae63-ad78a4b11fc1	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
12d220e8-218b-4839-ae63-ad78a4b11fc1	Sdílím své vìci se svými pøáteli.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Snažím se pomáhat ostatním.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Soucítím s lidmi v nouzi.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Intenzivnì prožívám, co cítí druzí.	3
12d220e8-218b-4839-ae63-ad78a4b11fc1	Ochotnì nabízím své znalosti a dovednosti druhým.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Snažím se utìšit ty, kteøí jsou smutní.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Ochotnì pùjèuji peníze nebo jiné vìci.	2
12d220e8-218b-4839-ae63-ad78a4b11fc1	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	3
12d220e8-218b-4839-ae63-ad78a4b11fc1	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
12d220e8-218b-4839-ae63-ad78a4b11fc1	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
12d220e8-218b-4839-ae63-ad78a4b11fc1	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
437d2533-0345-4db5-b71d-3275f20db1f6	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
437d2533-0345-4db5-b71d-3275f20db1f6	Sdílím své vìci se svými pøáteli.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Snažím se pomáhat ostatním.	5
437d2533-0345-4db5-b71d-3275f20db1f6	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Soucítím s lidmi v nouzi.	4
437d2533-0345-4db5-b71d-3275f20db1f6	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
437d2533-0345-4db5-b71d-3275f20db1f6	Intenzivnì prožívám, co cítí druzí.	2
437d2533-0345-4db5-b71d-3275f20db1f6	Ochotnì nabízím své znalosti a dovednosti druhým.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Snažím se utìšit ty, kteøí jsou smutní.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Ochotnì pùjèuji peníze nebo jiné vìci.	1
437d2533-0345-4db5-b71d-3275f20db1f6	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
437d2533-0345-4db5-b71d-3275f20db1f6	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	1
437d2533-0345-4db5-b71d-3275f20db1f6	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
437d2533-0345-4db5-b71d-3275f20db1f6	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
437d2533-0345-4db5-b71d-3275f20db1f6	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Sdílím své vìci se svými pøáteli.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Snažím se pomáhat ostatním.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
52d02c1a-246d-45f2-866a-b942d2800afe	Soucítím s lidmi v nouzi.	3
52d02c1a-246d-45f2-866a-b942d2800afe	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
52d02c1a-246d-45f2-866a-b942d2800afe	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
52d02c1a-246d-45f2-866a-b942d2800afe	Intenzivnì prožívám, co cítí druzí.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Ochotnì nabízím své znalosti a dovednosti druhým.	5
52d02c1a-246d-45f2-866a-b942d2800afe	Snažím se utìšit ty, kteøí jsou smutní.	5
52d02c1a-246d-45f2-866a-b942d2800afe	Ochotnì pùjèuji peníze nebo jiné vìci.	1
52d02c1a-246d-45f2-866a-b942d2800afe	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
52d02c1a-246d-45f2-866a-b942d2800afe	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
52d02c1a-246d-45f2-866a-b942d2800afe	Trávím èas s pøáteli, kteøí se cítí osamìle.	5
52d02c1a-246d-45f2-866a-b942d2800afe	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Sdílím své vìci se svými pøáteli.	4
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Snažím se pomáhat ostatním.	5
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Soucítím s lidmi v nouzi.	4
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Intenzivnì prožívám, co cítí druzí.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Ochotnì nabízím své znalosti a dovednosti druhým.	4
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Snažím se utìšit ty, kteøí jsou smutní.	5
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Ochotnì pùjèuji peníze nebo jiné vìci.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
1e883ca7-2d4a-4ce0-8656-2f25064add8d	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Sdílím své vìci se svými pøáteli.	3
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Snažím se pomáhat ostatním.	3
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Soucítím s lidmi v nouzi.	3
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	1
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Intenzivnì prožívám, co cítí druzí.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Ochotnì nabízím své znalosti a dovednosti druhým.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Snažím se utìšit ty, kteøí jsou smutní.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Ochotnì pùjèuji peníze nebo jiné vìci.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
