id	bdm_reward	bdm_charity_loss	bdm_charity_loss_others	bdm_others_bids	bdm_others_prediction	bdm_fun	bdm_ease	bdm_reward_influence	bdm_charity_loss_influence	bdm_winner	bdm_overcome_others	auction_reward	auction_charity_loss	auction_charity_loss_others	auction_others_bids	auction_others_prediction	auction_fun	auction_ease	auction_reward_influence	auction_charity_loss_influence	auction_winner	auction_overcome_others
5e8a006b-0b53-4f45-ad0d-565f129d2152	5	1	1	3	3	1	3	5	1	1	1	5	1	2	4	3	1	1	5	1	3	4
ca16b2c7-150d-4782-ad24-13315339aa78	4	1	1	2	1	1	1	4	1	1	1	4	1	1	2	1	1	1	4	1	1	1
88274885-b444-4c1b-afae-8cc63dea2f9e	3	3	1	4	2	4	1	3	4	3	1	4	2	1	4	2	3	1	3	4	3	1
3b38b50c-0921-4ced-9756-db197816a5d0	4	2	3	2	4	5	2	3	2	3	4	4	1	2	2	3	5	3	3	1	3	3
91295260-5131-4d8b-8f74-152ff7fe2528	5	1	1	3	1	2	3	4	1	5	2	5	1	1	4	1	2	3	4	1	5	1
f053d2a8-b6bc-41b8-8772-26a7625f710a	5	2	1	2	1	2	3	5	1	5	5	5	2	2	5	1	4	5	5	2	5	5
299fde4b-ee66-49d2-81e8-7b4364d25601	2	3	1	5	2	5	5	5	3	1	1	5	1	1	5	1	5	5	5	2	1	1
750c9670-27f9-4f4b-bb83-4429cce8965d	2	1	1	3	1	1	1	3	1	1	1	2	1	1	2	1	1	1	2	1	1	1
4bddae6a-e45f-46b0-a628-279193afc779	5	2	1	4	5	5	5	5	2	4	3	5	2	1	5	5	5	5	5	2	4	3
b3713a45-8d27-4db0-9ec6-e4a1cf87daf6	1	1	1	2	2	5	3	1	1	1	1	1	1	1	1	3	5	3	1	1	1	1
616c38a1-a90d-4a70-a18c-6f6b32dd283f	2	1	1	3	3	3	3	5	1	3	2	3	1	1	3	3	3	3	3	1	2	3
c687eb13-cd83-4967-b410-5988f3edfea8	3	2	2	3	4	4	3	3	2	4	4	4	4	1	3	3	4	4	4	3	4	4
e24f9ce2-df0c-440e-96ce-affd02ed19a4	5	2	1	2	1	5	3	3	2	5	5	5	2	1	4	3	5	2	4	2	5	4
e61b625e-b8e8-4132-b717-33dcaa1c2843	4	2	1	1	1	1	1	4	2	1	1	4	2	1	1	1	1	1	4	2	1	1
2b1ce0db-dae4-440d-9f8a-7ecf55704568	4	1	1	1	1	1	1	4	1	1	1	4	2	2	4	2	3	3	4	2	3	3
92d376f0-dabc-4089-845d-8c884aee38f7	2	2	1	2	1	4	4	3	3	1	1	2	2	1	2	1	4	4	3	3	1	1
d07203ac-f8db-432d-9bda-729816f48820	1	5	1	1	1	1	1	5	1	1	1	1	5	1	1	1	1	1	1	5	1	1
4bce0d7d-fb8e-49e5-b413-ca751fe65c18	2	4	3	3	3	4	2	3	4	1	1	2	4	3	3	3	4	2	3	4	1	1
a37aeb8c-1f90-4de4-b0d7-df72a38a6e47	4	4	2	3	5	2	1	4	4	3	3	4	4	3	3	5	2	1	4	4	3	3
d62b4d96-0b89-413d-8b32-63e90c606cd2	5	2	1	1	1	1	2	3	2	1	1	5	2	1	5	1	1	2	3	2	3	3
20ab29f8-fc7f-49af-b647-12503e363595	3	1	1	4	3	5	5	3	2	2	1	2	3	1	3	3	5	5	2	1	2	1
